# Throwing Arguments: 1.25	1.19	6	0.5	-5	7	9.8
# focalDist = 180

# The theoretical term a,b,c of the quadratic function
-0.196, 0.952, 0.654
# The detected positions
7
0.000000, 0.475000, 4.500000, 1345582599002561869
0.000000, 0.700000, 4.500000, 1345582599080656222
0.005882, 1.100000, 4.235294, 1345582599143700894
0.005882, 1.311765, 4.235294, 1345582599203443891
0.004762, 1.233333, 3.428571, 1345582599248361050
0.000000, 1.480000, 3.600000, 1345582599278661898
0.009091, 1.536364, 3.272727, 1345582599338556034

# The Real Positions
7
0.000000, 0.669126, 4.840000, 1345582599034091505
0.000000, 0.875946, 4.610000, 1345582599080251143
0.000000, 1.125552, 4.295000, 1345582599143240221
0.000000, 1.327110, 3.995000, 1345582599203386411
0.000000, 1.455126, 3.770000, 1345582599248322498
0.000000, 1.529445, 3.620000, 1345582599278136622
0.000000, 1.651623, 3.320000, 1345582599338205500

# Display the detected positions or not? Yes(Y) No(N)
Y
# Display the real positions or not? Yes(Y) No(N)
Y
# Display the theoretical trajectory or not? Yes(Y) No(N)
Y
# The type of the display of the trendlines: Rrecursive(R) Only One(O) No(N)
N
# Display the predicated trajectory or not? Yes(Y) No(N)
Y

