# Throwing Arguments: 1.25	1.19	5	0.5	-5	7	9.8
# focalDist = 180

# The theoretical term a,b,c of the quadratic function
-0.196, 0.56, 1.41
# The detected positions
10
0.000000, -0.325000, 4.500000, 1345221702127326155
0.000000, 0.050000, 4.500000, 1345221702190371600
0.005882, 0.276471, 4.235294, 1345221702228241917
0.005882, 0.464706, 4.235294, 1345221702258138873
-0.005263, 0.636842, 3.789474, 1345221702293509501
0.000000, 0.760000, 3.600000, 1345221702359174967
0.004762, 1.004762, 3.428571, 1345221702427423304
0.007692, 1.284615, 2.769231, 1345221702499431477
0.003448, 1.334483, 2.482759, 1345221702532316033
0.009677, 1.448387, 2.322581, 1345221702600483986
# The Real Positions
10
0.000000, -0.464498, 4.835000, 1345221702108449942
0.000000, 0.043761, 4.430000, 1345221702190228635
0.000000, 0.260046, 4.240000, 1345221702228059562
0.000000, 0.420801, 4.090000, 1345221702258230924
0.000000, 0.597201, 3.915000, 1345221702299288237
0.000000, 0.922331, 3.555000, 1345221702367801762
0.000000, 1.161595, 3.245000, 1345221702427165520
0.000000, 1.392175, 2.885000, 1345221702499263369
0.000000, 1.510489, 2.660000, 1345221702543578568
0.000000, 1.642789, 2.345000, 1345221702609376597

# Display the detected positions or not? Yes(Y) No(N)
Y
# Display the real positions or not? Yes(Y) No(N)
Y
# Display the theoretical trajectory or not? Yes(Y) No(N)
Y
# The type of the display of the trendlines: Rrecursive(R) Only One(O) No(N)
N
# Display the predicated trajectory or not? Yes(Y) No(N)
Y

