# Throwing Arguments: 1.25	1.19	6	0.5	-5	6	9.8
# focalDist = 180

# The theoretical term a,b,c of the quadratic function
-0.196, 1.152, -0.546
# The detected positions
23
-0.006667, 0.326667, 4.800000, 1345226515732296018
0.000000, 0.450000, 4.500000, 1345226515767685502
0.000000, 0.600000, 4.500000, 1345226515804639920
0.005882, 0.700000, 4.235294, 1345226515866732655
-0.005263, 0.868421, 3.789474, 1345226515937486688
0.004762, 1.004762, 3.428571, 1345226516003629240
0.004762, 1.119048, 3.428571, 1345226516044378973
0.000000, 1.083333, 3.000000, 1345226516076560926
0.004000, 1.132000, 2.880000, 1345226516138643888
0.007692, 1.253846, 2.769231, 1345226516210639703
0.006667, 1.153333, 2.400000, 1345226516245641500
0.003030, 1.112121, 2.181818, 1345226516275815656
0.008571, 1.111429, 2.057143, 1345226516314393464
0.007692, 1.048718, 1.846154, 1345226516383182721
0.006383, 0.929787, 1.531915, 1345226516450454258
-0.006122, 0.887755, 1.469388, 1345226516478445175
-0.009091, 0.787273, 1.309091, 1345226516547462257
-0.008235, 0.478824, 0.847059, 1345226516615680146
-0.003937, 0.293701, 0.566929, 1345226516649433390
-0.020792, 0.159406, 0.356436, 1345226516717528779
-0.190411, 0.234247, 0.493151, 1345226516784599385
-0.328025, 0.029936, 0.458599, 1345226516854628675
-0.360927, -0.107947, 0.476821, 1345226516920667373
# The Real Positions
23
0.000000, 0.321071, 4.990000, 1345226515741755251
0.000000, 0.455611, 4.815000, 1345226515773354798
0.000000, 0.607714, 4.595000, 1345226515816667495
0.000000, 0.754773, 4.350000, 1345226515866138236
0.000000, 0.948236, 3.940000, 1345226515947887521
0.000000, 1.046671, 3.645000, 1345226516006654904
0.000000, 1.088944, 3.470000, 1345226516047597678
0.000000, 1.118514, 3.300000, 1345226516076038583
0.000000, 1.143271, 2.990000, 1345226516138008472
0.000000, 1.124745, 2.630000, 1345226516210047030
0.000000, 1.090477, 2.420000, 1345226516255384078
0.000000, 1.064386, 2.305000, 1345226516275080856
0.000000, 1.008296, 2.110000, 1345226516313907788
0.000000, 0.860896, 1.740000, 1345226516390373508
0.000000, 0.696081, 1.430000, 1345226516449462372
0.000000, 0.566398, 1.225000, 1345226516484987766
0.000000, 0.362653, 0.945000, 1345226516547190295
0.000000, 0.064754, 0.595000, 1345226516616585219
0.000810, -0.085633, 0.438236, 1345226516648903643
0.041002, -0.278102, 0.478824, 1345226516723664824
0.072931, -0.471244, 0.512152, 1345226516785223905
0.114970, -0.779353, 0.556035, 1345226516862836072
0.146243, -0.985473, 0.585886, 1345226516920112623

# Display the detected positions or not? Yes(Y) No(N)
Y
# Display the real positions or not? Yes(Y) No(N)
Y
# Display the theoretical trajectory or not? Yes(Y) No(N)
Y
# The type of the display of the trendlines: Rrecursive(R) Only One(O) No(N)
N
# Display the predicated trajectory or not? Yes(Y) No(N)
Y

