# Throwing Arguments: 1.25	1.19	5	0.5	-5	5	9.8
# focalDist = 180

# The theoretical term a,b,c of the quadratic function
-0.196, 0.96, -0.59
# The detected positions
18
-0.006667, -0.366667, 4.800000, 1345221400562381582
0.000000, -0.225000, 4.500000, 1345221400608028306
0.000000, -0.075000, 4.500000, 1345221400631819529
0.005882, 0.182353, 4.235294, 1345221400699280970
0.000000, 0.216667, 3.000000, 1345221400767736459
0.004762, 0.433333, 3.428571, 1345221400834551584
0.000000, 0.580000, 3.600000, 1345221400902596682
0.004000, 0.636000, 2.880000, 1345221400938191499
0.011111, 0.655556, 2.666667, 1345221400972891928
0.006667, 0.646667, 2.400000, 1345221401007754807
0.003030, 0.687879, 2.181818, 1345221401073584403
0.003030, 0.760606, 2.181818, 1345221401145611228
0.004762, 0.671429, 1.714286, 1345221401209391263
0.004348, 0.639130, 1.565217, 1345221401245924888
0.005455, 0.547273, 1.309091, 1345221401281351457
0.006250, 0.475000, 1.125000, 1345221401322107335
0.005263, 0.389474, 0.947368, 1345221401379381722
0.001493, 0.147761, 0.537313, 1345221401448826790

# The Real Positions
18
0.000000, -0.493438, 4.795000, 1345221400567375932
0.000000, -0.247540, 4.510000, 1345221400607849722
0.000000, -0.168806, 4.410000, 1345221400643847107
0.000000, 0.050358, 4.100000, 1345221400708531028
0.000000, 0.229222, 3.795000, 1345221400767716834
0.000000, 0.410371, 3.390000, 1345221400847984087
0.000000, 0.498016, 3.110000, 1345221400903836923
0.000000, 0.536236, 2.940000, 1345221400938353950
0.000000, 0.563746, 2.765000, 1345221400974334849
0.000000, 0.579251, 2.590000, 1345221401007903429
0.000000, 0.573397, 2.230000, 1345221401083860640
0.000000, 0.524478, 1.905000, 1345221401145304904
0.000000, 0.423729, 1.550000, 1345221401217629531
0.000000, 0.368368, 1.405000, 1345221401245811396
0.000000, 0.288178, 1.225000, 1345221401281164632
0.000000, 0.189754, 1.035000, 1345221401321783621
0.000000, 0.005536, 0.735000, 1345221401378666826
-0.000041, -0.255938, 0.430817, 1345221401448142625


# Display the detected positions or not? Yes(Y) No(N)
Y
# Display the real positions or not? Yes(Y) No(N)
Y
# Display the theoretical trajectory or not? Yes(Y) No(N)
Y
# The type of the display of the trendlines: Rrecursive(R) Only One(O) No(N)
N
# Display the predicated trajectory or not? Yes(Y) No(N)
Y

