# Throwing Arguments: 1.25	1.19	6	0.5	-5	5	9.8
# focalDist = 180

# The theoretical term a,b,c of the quadratic function
-0.196, 1.352, -1.746
# The detected positions
16
0.000000, 0.150000, 4.500000, 1345226429602710240
0.000000, 0.350000, 4.500000, 1345226429665084861
-0.005263, 0.489474, 3.789474, 1345226429741023215
0.005882, 0.652941, 4.235294, 1345226429810837115
0.000000, 0.660000, 3.600000, 1345226429870796061
0.000000, 0.542857, 2.571429, 1345226429942848792
0.000000, 0.700000, 3.000000, 1345226430005865039
0.004000, 0.700000, 2.880000, 1345226430039627920
0.000000, 0.628571, 2.571429, 1345226430077651329
0.000000, 0.628571, 2.571429, 1345226430129592358
0.003448, 0.603448, 2.482759, 1345226430158194947
0.000000, 0.411111, 2.000000, 1345226430210861349
0.005263, 0.321053, 1.894737, 1345226430279869702
0.000000, 0.058333, 1.500000, 1345226430352639285
0.000000, -0.114286, 1.285714, 1345226430380231687
0.002857, -0.277143, 1.028571, 1345226430447713865
# The Real Positions
16
0.000000, 0.139939, 4.955000, 1345226429614860109
0.000000, 0.272572, 4.710000, 1345226429664443369
0.000000, 0.431739, 4.330000, 1345226429740489767
0.000000, 0.536236, 3.940000, 1345226429817966164
0.000000, 0.578086, 3.610000, 1345226429884092164
0.000000, 0.582271, 3.390000, 1345226429927860295
0.000000, 0.543940, 3.005000, 1345226430005159084
0.000000, 0.508522, 2.835000, 1345226430039449405
0.000000, 0.455531, 2.645000, 1345226430077244713
0.000000, 0.340876, 2.340000, 1345226430138870842
0.000000, 0.297715, 2.245000, 1345226430158007074
0.000000, 0.158622, 1.980000, 1345226430210211476
0.000000, -0.103466, 1.580000, 1345226430291207735
0.000000, -0.397349, 1.215000, 1345226430362992904
0.000000, -0.473285, 1.130000, 1345226430379734697
0.000000, -0.800138, 0.795000, 1345226430447121472


# Display the detected positions or not? Yes(Y) No(N)
Y
# Display the real positions or not? Yes(Y) No(N)
Y
# Display the theoretical trajectory or not? Yes(Y) No(N)
Y
# The type of the display of the trendlines: Rrecursive(R) Only One(O) No(N)
N
# Display the predicated trajectory or not? Yes(Y) No(N)
Y

