capacity,8424.0,power,4919.45577866,rate,0.1855,y,78.2038879427,x,66.2748745097,id,0
capacity,8424.0,power,7082.16945091,rate,0.1855,y,10.9194657738,x,63.9657538326,id,1
capacity,8424.0,power,4212.0,rate,0.1855,y,56.2247355354,x,63.3829811428,id,2
capacity,8424.0,power,4212.0,rate,0.1855,y,62.8764419868,x,65.8733003729,id,3
capacity,8424.0,power,6887.95160725,rate,0.1855,y,67.550480502,x,30.891581981,id,4
capacity,8424.0,power,4212.0,rate,0.1855,y,73.1752523416,x,50.671376653,id,5
capacity,8424.0,power,4212.0,rate,0.1855,y,91.1512998173,x,5.68318022256,id,6
capacity,8424.0,power,4212.0,rate,0.1855,y,47.599906025,x,67.3982097794,id,7
capacity,8424.0,power,4212.0,rate,0.1855,y,84.1970829315,x,13.9102372702,id,8
capacity,8424.0,power,6437.60282064,rate,0.1855,y,89.9188083903,x,40.3741496208,id,9
capacity,8424.0,power,7690.61169712,rate,0.1855,y,17.4557403422,x,70.9243831553,id,10
capacity,8424.0,power,4212.0,rate,0.1855,y,90.8727258905,x,91.0259281527,id,11
capacity,8424.0,power,4212.0,rate,0.1855,y,21.8334501138,x,56.2295091002,id,12
capacity,8424.0,power,4212.0,rate,0.1855,y,8.39773925519,x,53.3486722381,id,13
capacity,8424.0,power,4212.0,rate,0.1855,y,34.1511368959,x,2.02223972842,id,14
capacity,8424.0,power,4212.0,rate,0.1855,y,47.8086682397,x,92.6042504702,id,15
capacity,8424.0,power,4212.0,rate,0.1855,y,62.9604167737,x,76.7806203726,id,16
capacity,8424.0,power,5889.26284894,rate,0.1855,y,55.4686484748,x,2.77340221709,id,17
capacity,8424.0,power,8420.83625452,rate,0.1855,y,52.5625063824,x,87.0508648878,id,18
capacity,8424.0,power,4212.0,rate,0.1855,y,62.4596576555,x,7.66470389549,id,19
