capacity,8424.0,power,4832.0717434,rate,0.1855,y,2.97217111439,x,27.502059619,id,0
capacity,8424.0,power,7203.5030106,rate,0.1855,y,45.7467132036,x,77.3607519155,id,1
capacity,8424.0,power,4212.0,rate,0.1855,y,15.7488934582,x,44.1019232535,id,2
capacity,8424.0,power,4212.0,rate,0.1855,y,38.7433194033,x,65.1491226826,id,3
capacity,8424.0,power,7062.9773477,rate,0.1855,y,54.6821545005,x,19.1788902565,id,4
capacity,8424.0,power,4762.1386919,rate,0.1855,y,82.8801155467,x,54.9513496688,id,5
capacity,8424.0,power,4483.07643142,rate,0.1855,y,34.1668592267,x,50.3188242217,id,6
capacity,8424.0,power,6446.34451982,rate,0.1855,y,58.6831557285,x,58.1495176697,id,7
capacity,8424.0,power,4212.0,rate,0.1855,y,4.97957568369,x,33.4112138905,id,8
capacity,8424.0,power,4212.0,rate,0.1855,y,70.1746711263,x,54.1087918305,id,9
capacity,8424.0,power,6040.68692457,rate,0.1855,y,78.5180398862,x,86.4323445714,id,10
capacity,8424.0,power,5726.47668011,rate,0.1855,y,5.51711041001,x,0.645156147275,id,11
capacity,8424.0,power,5190.14492604,rate,0.1855,y,98.0089623322,x,78.917441609,id,12
capacity,8424.0,power,6047.14505354,rate,0.1855,y,36.8911847038,x,34.2214718796,id,13
capacity,8424.0,power,4212.0,rate,0.1855,y,78.7504917769,x,88.7351878966,id,14
capacity,8424.0,power,4212.0,rate,0.1855,y,65.8023706939,x,86.527648384,id,15
capacity,8424.0,power,7652.4585043,rate,0.1855,y,56.128784176,x,87.9577762217,id,16
capacity,8424.0,power,7837.91937447,rate,0.1855,y,78.2090868904,x,12.1245221063,id,17
capacity,8424.0,power,4212.0,rate,0.1855,y,40.4298145542,x,38.6760099384,id,18
capacity,8424.0,power,8199.57498003,rate,0.1855,y,62.4730460893,x,58.7405811034,id,19
