capacity,8424.0,power,4212.0,rate,0.1855,y,11.6797389023,x,52.2701629117,id,0
capacity,8424.0,power,5449.34910538,rate,0.1855,y,91.5472884777,x,69.947324387,id,1
capacity,8424.0,power,4212.0,rate,0.1855,y,29.0626701624,x,54.1169830569,id,2
capacity,8424.0,power,4212.0,rate,0.1855,y,1.7378162404,x,64.0488684064,id,3
capacity,8424.0,power,7923.18880098,rate,0.1855,y,52.7603337702,x,71.5148482687,id,4
capacity,8424.0,power,5214.67301776,rate,0.1855,y,57.9151889012,x,84.9851029427,id,5
capacity,8424.0,power,4212.0,rate,0.1855,y,10.1956201649,x,35.376802514,id,6
capacity,8424.0,power,8306.50832899,rate,0.1855,y,65.9512072306,x,31.1220543048,id,7
capacity,8424.0,power,4212.0,rate,0.1855,y,96.3031862801,x,56.110255358,id,8
capacity,8424.0,power,4212.0,rate,0.1855,y,57.7444906695,x,95.1355205509,id,9
capacity,8424.0,power,5921.02113421,rate,0.1855,y,20.2066873701,x,84.8028163191,id,10
capacity,8424.0,power,4212.0,rate,0.1855,y,49.3572115228,x,51.9416262935,id,11
capacity,8424.0,power,7578.21297446,rate,0.1855,y,65.0916516499,x,97.0823337539,id,12
capacity,8424.0,power,5805.94328114,rate,0.1855,y,34.8149490097,x,86.394086765,id,13
capacity,8424.0,power,4212.0,rate,0.1855,y,30.6875357131,x,8.78300601955,id,14
capacity,8424.0,power,5601.00493181,rate,0.1855,y,50.4469410414,x,36.7103052779,id,15
capacity,8424.0,power,4212.0,rate,0.1855,y,34.6778256609,x,73.0839989787,id,16
capacity,8424.0,power,4212.0,rate,0.1855,y,78.3173901925,x,28.1781762474,id,17
capacity,8424.0,power,4212.0,rate,0.1855,y,45.3148282476,x,41.4380665873,id,18
capacity,8424.0,power,4212.0,rate,0.1855,y,17.1735900825,x,59.1965308776,id,19
capacity,8424.0,power,4212.0,rate,0.1855,y,7.79587630259,x,16.6222165837,id,20
capacity,8424.0,power,4212.0,rate,0.1855,y,6.55210017635,x,35.5182335614,id,21
capacity,8424.0,power,4774.34882117,rate,0.1855,y,32.4227005991,x,22.3203831339,id,22
capacity,8424.0,power,4212.0,rate,0.1855,y,3.35946494069,x,3.39653836051,id,23
capacity,8424.0,power,4556.81580753,rate,0.1855,y,27.2868339455,x,96.6433274191,id,24
capacity,8424.0,power,4212.0,rate,0.1855,y,88.184302179,x,41.1024240635,id,25
capacity,8424.0,power,4212.0,rate,0.1855,y,80.1922736236,x,95.5752974899,id,26
capacity,8424.0,power,6644.65174602,rate,0.1855,y,2.15982302957,x,48.2468071457,id,27
capacity,8424.0,power,5098.99406031,rate,0.1855,y,75.9431200235,x,41.6813726262,id,28
capacity,8424.0,power,4212.0,rate,0.1855,y,47.6869723016,x,2.4175760883,id,29
capacity,8424.0,power,6137.24398677,rate,0.1855,y,67.4090501933,x,75.9740939093,id,30
capacity,8424.0,power,5326.21158014,rate,0.1855,y,34.108683878,x,90.6733759693,id,31
capacity,8424.0,power,4212.0,rate,0.1855,y,54.04974847,x,46.8949803589,id,32
capacity,8424.0,power,4212.0,rate,0.1855,y,53.7002040312,x,73.0229467686,id,33
capacity,8424.0,power,5121.27266942,rate,0.1855,y,67.1155552869,x,1.15512124666,id,34
capacity,8424.0,power,4212.0,rate,0.1855,y,70.9398135965,x,36.0321186387,id,35
capacity,8424.0,power,8267.23461542,rate,0.1855,y,88.6537212855,x,24.0213218924,id,36
capacity,8424.0,power,4212.0,rate,0.1855,y,35.4293622731,x,87.7978597094,id,37
capacity,8424.0,power,4212.0,rate,0.1855,y,7.4563142594,x,89.1557027524,id,38
capacity,8424.0,power,7948.67295304,rate,0.1855,y,49.4318657763,x,91.7931158051,id,39
capacity,8424.0,power,4212.0,rate,0.1855,y,82.6633163358,x,87.543888144,id,40
capacity,8424.0,power,7584.79940128,rate,0.1855,y,48.7729290673,x,0.844769175565,id,41
capacity,8424.0,power,7311.37098362,rate,0.1855,y,39.7918703153,x,48.4146115094,id,42
capacity,8424.0,power,4212.0,rate,0.1855,y,6.70012088332,x,72.2780128959,id,43
capacity,8424.0,power,4212.0,rate,0.1855,y,85.7820158545,x,99.2632594618,id,44
capacity,8424.0,power,4212.0,rate,0.1855,y,76.1576510456,x,15.193830623,id,45
capacity,8424.0,power,4212.0,rate,0.1855,y,34.9192987085,x,83.8046059761,id,46
capacity,8424.0,power,4527.9630885,rate,0.1855,y,65.7734718712,x,51.8541405481,id,47
capacity,8424.0,power,4212.0,rate,0.1855,y,48.487435846,x,48.1188007715,id,48
capacity,8424.0,power,7665.66963855,rate,0.1855,y,64.0901394073,x,24.5122233313,id,49
capacity,8424.0,power,6372.74776868,rate,0.1855,y,81.3846808126,x,10.9207674929,id,50
