capacity,8424.0,power,4283.51455612,rate,0.1855,y,681.714361542,x,955.112993362,id,0
capacity,8424.0,power,7820.388035,rate,0.1855,y,858.802628612,x,738.266959258,id,1
capacity,8424.0,power,7521.34670605,rate,0.1855,y,500.410272796,x,476.010428648,id,2
capacity,8424.0,power,5743.8608997,rate,0.1855,y,675.26598995,x,846.865961811,id,3
capacity,8424.0,power,6279.43595491,rate,0.1855,y,689.734887887,x,430.021031835,id,4
capacity,8424.0,power,4212.0,rate,0.1855,y,193.649249128,x,95.9641285878,id,5
capacity,8424.0,power,5503.73100754,rate,0.1855,y,69.2500500255,x,844.468475571,id,6
capacity,8424.0,power,8138.46844224,rate,0.1855,y,138.233115581,x,919.94011508,id,7
capacity,8424.0,power,4212.0,rate,0.1855,y,113.711270896,x,850.936895544,id,8
capacity,8424.0,power,5939.65447013,rate,0.1855,y,310.99309363,x,108.934540318,id,9
capacity,8424.0,power,7151.46615172,rate,0.1855,y,937.438331171,x,124.824508148,id,10
capacity,8424.0,power,6141.65421753,rate,0.1855,y,430.178908908,x,999.819200499,id,11
capacity,8424.0,power,4426.69417635,rate,0.1855,y,567.154689763,x,845.62624419,id,12
capacity,8424.0,power,4212.0,rate,0.1855,y,753.557083489,x,327.368694957,id,13
capacity,8424.0,power,4212.0,rate,0.1855,y,111.282872453,x,648.709573618,id,14
capacity,8424.0,power,7289.72570523,rate,0.1855,y,770.596861994,x,105.773042847,id,15
capacity,8424.0,power,4212.0,rate,0.1855,y,499.809569023,x,364.329012543,id,16
capacity,8424.0,power,7625.04771013,rate,0.1855,y,413.615510777,x,419.738815609,id,17
capacity,8424.0,power,4212.0,rate,0.1855,y,392.088992142,x,586.439893359,id,18
capacity,8424.0,power,5961.455555,rate,0.1855,y,236.158970863,x,92.9849153633,id,19
