/global_subject_pose.translation.x ,/global_subject_pose.translation.y ,/global_subject_pose.translation.z ,/global_subject_pose.rotation.x ,/global_subject_pose.rotation.y ,/global_subject_pose.rotation.z ,/relative_subject_pose.translation.x ,/relative_subject_pose.translation.y ,/relative_subject_pose.translation.z ,/relative_subject_pose.rotation.x ,/relative_subject_pose.rotation.y ,/relative_subject_pose.rotation.z ,/task_waypose.translation.x ,/task_waypose.translation.y ,/task_waypose.translation.z ,/task_waypose.rotation.x ,/task_waypose.rotation.y ,/task_waypose.rotation.z
0.969698770154 , 0.0238752116276 , 0.996213162742 , -0.015419902413 , 0.0155298172067 , 6.09094261117 , 0.155183652771 , 0.0153189575416 , 0.996004605656 , -0.121872989391 , -3.06684524939 , 6.05377152137 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
0.969725121152 , 0.0242435754406 , 0.996358422513 , -0.00551452447799 , 0.0147000965637 , 6.09427674979 , 0.155183652771 , 0.0153189575416 , 0.996004605656 , -0.121872989391 , -3.06684524939 , 6.05377152137 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
0.969705285647 , 0.0242364217711 , 0.996603337978 , -0.00794137559338 , 0.0156019958726 , 6.0917617262 , 0.155183652771 , 0.0153189575416 , 0.996004605656 , -0.121872989391 , -3.06684524939 , 6.05377152137 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
0.969800171496 , 0.0243124025697 , 0.996194307114 , -0.00690977267539 , 0.0210866889821 , 6.09019775829 , 0.155183652771 , 0.0153189575416 , 0.996004605656 , -0.121872989391 , -3.06684524939 , 6.05377152137 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
0.969796395188 , 0.0244079011194 , 0.996296736474 , -0.0119968893486 , 0.0182027434613 , 6.09348071724 , 0.0 , 0.0 , 1.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
0.969877738332 , 0.0247289919846 , 0.996418732344 , -0.0102306686402 , 0.0220322991264 , 6.09195168395 , 0.0 , 0.0 , 1.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
0.970115633096 , 0.0248052738061 , 0.996363297233 , -0.00673648114751 , 0.0210030114695 , 6.09088205597 , 0.155078495933 , 0.0191889407934 , 0.996418732344 , -0.122112162235 , -3.06658167143 , 6.05141044087 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
0.970132769513 , 0.0249193981403 , 0.996616346448 , -0.0112162637374 , 0.0230371804268 , 6.08962366154 , 0.155078495933 , 0.0191889407934 , 0.996418732344 , -0.122112162235 , -3.06658167143 , 6.05141044087 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
0.969959121966 , 0.0249653091336 , 0.996549237334 , -0.00613758757304 , 0.0148615470878 , 6.09084659179 , 0.155078495933 , 0.0191889407934 , 0.996418732344 , -0.122112162235 , -3.06658167143 , 6.05141044087 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
0.969988861722 , 0.0249297540129 , 0.996470555811 , -0.00810473909126 , 0.0237211683395 , 6.08767666233 , 0.155078495933 , 0.0191889407934 , 0.996418732344 , -0.122112162235 , -3.06658167143 , 6.05141044087 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
0.970326562184 , 0.0252980565681 , 0.996813126775 , -0.0110849789451 , 0.0202655401023 , 6.09098984055 , 0.155078495933 , 0.0191889407934 , 0.996418732344 , -0.122112162235 , -3.06658167143 , 6.05141044087 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
0.97030024033 , 0.0253817869521 , 0.996619325941 , -0.0119923443485 , 0.0196432531254 , 6.08994406066 , 0.155078495933 , 0.0191889407934 , 0.996418732344 , -0.122112162235 , -3.06658167143 , 6.05141044087 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
0.970421035461 , 0.0254594595514 , 0.996857611116 , -0.00985999842646 , 0.0236006289557 , 6.08941698099 , 0.155078495933 , 0.0191889407934 , 0.996418732344 , -0.122112162235 , -3.06658167143 , 6.05141044087 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
0.970277025864 , 0.0256375879502 , 0.996858541187 , -0.00594333040145 , 0.0204592465365 , 6.09020227026 , 0.155078495933 , 0.0191889407934 , 0.996418732344 , -0.122112162235 , -3.06658167143 , 6.05141044087 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
